Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.679692268371582, 'train_kld': 9.97025053948164e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.01210784912109375, 'rewards_rejected': -0.0393524169921875, 'embeddings_chosen': -0.00012683868408203125, 'embeddings_rejected': -3.725290298461914e-06, 'mean': -0.0045188236981630325, 'log_var': 0.0036961915902793407, 'epoch': 0.03}
{'train_recon_loss': 0.6907498836517334, 'train_kld': 9.61045443546027e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.028057098388671875, 'rewards_rejected': 0.0232391357421875, 'embeddings_chosen': -8.0108642578125e-05, 'embeddings_rejected': -0.00017452239990234375, 'mean': -0.0026388138066977262, 'log_var': 0.0037534073926508427, 'epoch': 0.03}
{'train_recon_loss': 0.699837327003479, 'train_kld': 0.00010857053712243214, 'train_accuracy': 0.5, 'rewards_chosen': -0.063079833984375, 'rewards_rejected': -0.0501251220703125, 'embeddings_chosen': 0.0003509521484375, 'embeddings_rejected': 8.726119995117188e-05, 'mean': -0.0022238311357796192, 'log_var': 0.0048368279822170734, 'epoch': 0.03}
{'train_recon_loss': 0.6818135976791382, 'train_kld': 0.0001007176615530625, 'train_accuracy': 0.5, 'rewards_chosen': 0.010671615600585938, 'rewards_rejected': -0.01251220703125, 'embeddings_chosen': -1.0728836059570312e-05, 'embeddings_rejected': 2.8014183044433594e-05, 'mean': -0.0029551167972385883, 'log_var': 0.0027515804395079613, 'epoch': 0.03}
{'train_recon_loss': 0.6808603405952454, 'train_kld': 0.00010474159353179857, 'train_accuracy': 0.5, 'rewards_chosen': 0.013153076171875, 'rewards_rejected': -0.01239013671875, 'embeddings_chosen': 0.0002536773681640625, 'embeddings_rejected': 0.0003795623779296875, 'mean': -0.004263159353286028, 'log_var': 0.004210128448903561, 'epoch': 0.03}
{'train_recon_loss': 0.6792361736297607, 'train_kld': 9.708818106446415e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0489501953125, 'rewards_rejected': 0.02032470703125, 'embeddings_chosen': -0.000152587890625, 'embeddings_rejected': -0.0001239776611328125, 'mean': -0.0023524570278823376, 'log_var': 0.005561860743910074, 'epoch': 0.03}
{'train_recon_loss': 0.6889322996139526, 'train_kld': 9.741884423419833e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.01418304443359375, 'rewards_rejected': 0.005585670471191406, 'embeddings_chosen': 9.250640869140625e-05, 'embeddings_rejected': 0.00020599365234375, 'mean': -0.0036018695682287216, 'log_var': 0.005096005275845528, 'epoch': 0.03}
{'train_recon_loss': 0.6861212253570557, 'train_kld': 9.702683746581897e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0294036865234375, 'rewards_rejected': 0.015071868896484375, 'embeddings_chosen': -0.00013637542724609375, 'embeddings_rejected': -9.965896606445312e-05, 'mean': -0.0018985893111675978, 'log_var': 0.006152690853923559, 'epoch': 0.03}
{'train_recon_loss': 0.701626181602478, 'train_kld': 9.14904594537802e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.019195556640625, 'rewards_rejected': 0.0359649658203125, 'embeddings_chosen': -0.0002193450927734375, 'embeddings_rejected': 4.172325134277344e-05, 'mean': -0.0031947921961545944, 'log_var': 0.004480499774217606, 'epoch': 0.03}
{'train_recon_loss': 0.6721401214599609, 'train_kld': 9.800286352401599e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.040191650390625, 'rewards_rejected': -0.00250244140625, 'embeddings_chosen': -1.990795135498047e-05, 'embeddings_rejected': -0.000133514404296875, 'mean': -0.003624596167355776, 'log_var': 0.0055355834774672985, 'epoch': 0.03}
{'train_recon_loss': 0.6957776546478271, 'train_kld': 9.7250311227981e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.0163726806640625, 'rewards_rejected': 0.021575927734375, 'embeddings_chosen': 0.00022792816162109375, 'embeddings_rejected': 4.3392181396484375e-05, 'mean': -0.003266348270699382, 'log_var': 0.004268611781299114, 'epoch': 0.03}
{'train_recon_loss': 0.6642500162124634, 'train_kld': 9.540085011394694e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.034175872802734375, 'rewards_rejected': -0.024658203125, 'embeddings_chosen': -0.0002593994140625, 'embeddings_rejected': -0.000152587890625, 'mean': -0.0031212028115987778, 'log_var': 0.004277355037629604, 'epoch': 0.03}
{'train_recon_loss': 0.6710988283157349, 'train_kld': 9.915763803292066e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.029388427734375, 'rewards_rejected': -0.0157928466796875, 'embeddings_chosen': -7.152557373046875e-05, 'embeddings_rejected': 0.000301361083984375, 'mean': -0.0020991950295865536, 'log_var': 0.005052945576608181, 'epoch': 0.03}
{'train_recon_loss': 0.6927347183227539, 'train_kld': 0.0001003492361633107, 'train_accuracy': 0.75, 'rewards_chosen': -0.0072479248046875, 'rewards_rejected': -0.0085296630859375, 'embeddings_chosen': -0.00016307830810546875, 'embeddings_rejected': -0.00018978118896484375, 'mean': -0.0032336795702576637, 'log_var': 0.004442788194864988, 'epoch': 0.04}
{'train_recon_loss': 0.6947911381721497, 'train_kld': 9.939682786352932e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.007049560546875, 'rewards_rejected': -0.00382232666015625, 'embeddings_chosen': -8.535385131835938e-05, 'embeddings_rejected': -5.7220458984375e-05, 'mean': -0.0025162308011204004, 'log_var': 0.0032942448742687702, 'epoch': 0.04}
{'train_recon_loss': 0.6796337962150574, 'train_kld': 9.73330024862662e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.05621337890625, 'rewards_rejected': 0.02838134765625, 'embeddings_chosen': -0.0001277923583984375, 'embeddings_rejected': -0.00010061264038085938, 'mean': -0.003932398743927479, 'log_var': 0.004571209196001291, 'epoch': 0.04}
{'train_recon_loss': 0.6798017024993896, 'train_kld': 9.610431152395904e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0374908447265625, 'rewards_rejected': -0.06524658203125, 'embeddings_chosen': -0.0002956390380859375, 'embeddings_rejected': 6.771087646484375e-05, 'mean': -0.0024496661499142647, 'log_var': 0.004710872657597065, 'epoch': 0.04}
{'train_recon_loss': 0.6896703243255615, 'train_kld': 9.417659020982683e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0427398681640625, 'rewards_rejected': 0.03570556640625, 'embeddings_chosen': -0.0002231597900390625, 'embeddings_rejected': -0.00037384033203125, 'mean': -0.0030421512201428413, 'log_var': 0.003363705240190029, 'epoch': 0.04}
{'train_recon_loss': 0.7071394920349121, 'train_kld': 0.00010462293721502647, 'train_accuracy': 0.0, 'rewards_chosen': -0.01690673828125, 'rewards_rejected': 0.010833740234375, 'embeddings_chosen': 0.00012063980102539062, 'embeddings_rejected': 0.00010395050048828125, 'mean': -0.0047383904457092285, 'log_var': 0.004205567296594381, 'epoch': 0.04}
{'train_recon_loss': 0.6782238483428955, 'train_kld': 9.181493078358471e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.06179046630859375, 'rewards_rejected': 0.0313568115234375, 'embeddings_chosen': -0.00037384033203125, 'embeddings_rejected': 1.9073486328125e-05, 'mean': -0.003997815772891045, 'log_var': 0.00471672834828496, 'epoch': 0.04}
{'train_recon_loss': 0.6834460496902466, 'train_kld': 9.929307998390868e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.02581787109375, 'rewards_rejected': -0.0457763671875, 'embeddings_chosen': -0.00018405914306640625, 'embeddings_rejected': 9.47713851928711e-06, 'mean': -0.0016933608567342162, 'log_var': 0.0038762404583394527, 'epoch': 0.04}
{'train_recon_loss': 0.7170152068138123, 'train_kld': 0.00010066827235277742, 'train_accuracy': 0.5, 'rewards_chosen': 0.0048828125, 'rewards_rejected': 0.04974365234375, 'embeddings_chosen': 6.67572021484375e-05, 'embeddings_rejected': -0.000118255615234375, 'mean': -0.0031659207306802273, 'log_var': 0.003300323151051998, 'epoch': 0.04}
{'train_recon_loss': 0.6806521415710449, 'train_kld': 0.00011118533439002931, 'train_accuracy': 0.5, 'rewards_chosen': 0.05914306640625, 'rewards_rejected': 0.033660888671875, 'embeddings_chosen': -0.0003566741943359375, 'embeddings_rejected': -9.34600830078125e-05, 'mean': -0.0027622429188340902, 'log_var': 0.0047105769626796246, 'epoch': 0.04}
{'train_recon_loss': 0.679422914981842, 'train_kld': 0.00010338702122680843, 'train_accuracy': 0.75, 'rewards_chosen': -0.0076904296875, 'rewards_rejected': -0.0357666015625, 'embeddings_chosen': -3.504753112792969e-05, 'embeddings_rejected': -0.00018310546875, 'mean': -0.004005951341241598, 'log_var': 0.005426255986094475, 'epoch': 0.04}
{'train_recon_loss': 0.6816930174827576, 'train_kld': 0.00010404067870695144, 'train_accuracy': 0.75, 'rewards_chosen': 0.02423858642578125, 'rewards_rejected': 0.00018310546875, 'embeddings_chosen': -0.0002079010009765625, 'embeddings_rejected': -0.00032806396484375, 'mean': -0.003598462324589491, 'log_var': 0.005679808557033539, 'epoch': 0.04}
{'train_recon_loss': 0.68756502866745, 'train_kld': 9.989547106670216e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.034210205078125, 'rewards_rejected': 0.0221710205078125, 'embeddings_chosen': -0.00019550323486328125, 'embeddings_rejected': -0.0002384185791015625, 'mean': -0.001764815067872405, 'log_var': 0.0024456351529806852, 'epoch': 0.04}
{'train_recon_loss': 0.689819872379303, 'train_kld': 9.779655374586582e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.024169921875, 'rewards_rejected': 0.015608072280883789, 'embeddings_chosen': 1.2576580047607422e-05, 'embeddings_rejected': -0.0002269744873046875, 'mean': -0.003545314073562622, 'log_var': 0.004544207826256752, 'epoch': 0.04}
{'train_recon_loss': 0.7157549858093262, 'train_kld': 0.00010127003770321608, 'train_accuracy': 0.0, 'rewards_chosen': -0.0048675537109375, 'rewards_rejected': 0.0395355224609375, 'embeddings_chosen': -0.000263214111328125, 'embeddings_rejected': -0.000370025634765625, 'mean': -0.002445714082568884, 'log_var': 0.0045903827995061874, 'epoch': 0.04}
{'train_recon_loss': 0.6892968416213989, 'train_kld': 8.974585944088176e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.052852630615234375, 'rewards_rejected': 0.0425872802734375, 'embeddings_chosen': -0.00022983551025390625, 'embeddings_rejected': -0.000209808349609375, 'mean': -0.0026808478869497776, 'log_var': 0.004675031639635563, 'epoch': 0.04}
{'train_recon_loss': 0.6964706182479858, 'train_kld': 8.666762005304918e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.01403045654296875, 'rewards_rejected': 0.02020263671875, 'embeddings_chosen': -0.0006256103515625, 'embeddings_rejected': -0.000308990478515625, 'mean': -0.003244703635573387, 'log_var': 0.004278111737221479, 'epoch': 0.04}
{'train_recon_loss': 0.6923245191574097, 'train_kld': 9.152593702310696e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.05584716796875, 'rewards_rejected': 0.053466796875, 'embeddings_chosen': -0.0004100799560546875, 'embeddings_rejected': -5.3882598876953125e-05, 'mean': -0.003276469185948372, 'log_var': 0.0037823058664798737, 'epoch': 0.04}
{'train_recon_loss': 0.6977534294128418, 'train_kld': 9.070042142411694e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.020843505859375, 'rewards_rejected': 0.0285797119140625, 'embeddings_chosen': -0.0003528594970703125, 'embeddings_rejected': -0.0002231597900390625, 'mean': -0.0022084687370806932, 'log_var': 0.005745773669332266, 'epoch': 0.04}
{'train_recon_loss': 0.6857471466064453, 'train_kld': 9.847590263234451e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.08154296875, 'rewards_rejected': 0.06463623046875, 'embeddings_chosen': -0.0001773834228515625, 'embeddings_rejected': -0.0002880096435546875, 'mean': -0.0023869455326348543, 'log_var': 0.00359645439311862, 'epoch': 0.04}
{'train_recon_loss': 0.6936922073364258, 'train_kld': 0.00010458994802320376, 'train_accuracy': 0.5, 'rewards_chosen': 0.0509033203125, 'rewards_rejected': 0.05151557922363281, 'embeddings_chosen': -0.000457763671875, 'embeddings_rejected': -0.0004024505615234375, 'mean': -0.0028721869457513094, 'log_var': 0.0059794108383357525, 'epoch': 0.04}
{'train_recon_loss': 0.6884571313858032, 'train_kld': 0.00010450552508700639, 'train_accuracy': 0.75, 'rewards_chosen': 0.005950927734375, 'rewards_rejected': -0.0040435791015625, 'embeddings_chosen': 4.00543212890625e-05, 'embeddings_rejected': -0.0002880096435546875, 'mean': -0.003915503621101379, 'log_var': 0.003900135401636362, 'epoch': 0.04}
{'train_recon_loss': 0.6925760507583618, 'train_kld': 0.00010869419202208519, 'train_accuracy': 0.5, 'rewards_chosen': -0.023193359375, 'rewards_rejected': -0.0255126953125, 'embeddings_chosen': 6.556510925292969e-07, 'embeddings_rejected': 3.039836883544922e-05, 'mean': -0.0026053606998175383, 'log_var': 0.0033703551162034273, 'epoch': 0.04}
{'train_recon_loss': 0.6805990934371948, 'train_kld': 9.315929492004216e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.000457763671875, 'rewards_rejected': -0.027679443359375, 'embeddings_chosen': -0.000213623046875, 'embeddings_rejected': -0.0002460479736328125, 'mean': -0.0013442151248455048, 'log_var': 0.0029762990307062864, 'epoch': 0.04}
{'train_recon_loss': 0.6693228483200073, 'train_kld': 9.893827518681064e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0548095703125, 'rewards_rejected': 0.004608154296875, 'embeddings_chosen': -0.000316619873046875, 'embeddings_rejected': -0.000629425048828125, 'mean': -0.003589032217860222, 'log_var': 0.004771197214722633, 'epoch': 0.04}
{'train_recon_loss': 0.6702368259429932, 'train_kld': 0.00010860968905035406, 'train_accuracy': 0.75, 'rewards_chosen': 0.0916748046875, 'rewards_rejected': 0.044830322265625, 'embeddings_chosen': -0.0002651214599609375, 'embeddings_rejected': -0.00021648406982421875, 'mean': -0.0028576769400388002, 'log_var': 0.004664670675992966, 'epoch': 0.04}
{'train_recon_loss': 0.6636989116668701, 'train_kld': 9.171737474389374e-05, 'train_accuracy': 1.0, 'rewards_chosen': 0.072998046875, 'rewards_rejected': 0.0114288330078125, 'embeddings_chosen': -0.00023651123046875, 'embeddings_rejected': -0.00014019012451171875, 'mean': -0.002797076478600502, 'log_var': 0.003881732001900673, 'epoch': 0.04}
{'train_recon_loss': 0.6857702732086182, 'train_kld': 9.503740875516087e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.0672607421875, 'rewards_rejected': 0.0504150390625, 'embeddings_chosen': -0.0003204345703125, 'embeddings_rejected': -0.0004291534423828125, 'mean': -0.003502852050587535, 'log_var': 0.0036625422071665525, 'epoch': 0.04}
{'train_recon_loss': 0.7198760509490967, 'train_kld': 9.89382533589378e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.02789306640625, 'rewards_rejected': 0.07989501953125, 'embeddings_chosen': -0.000324249267578125, 'embeddings_rejected': -0.00048828125, 'mean': -0.0034946114756166935, 'log_var': 0.0023768034297972918, 'epoch': 0.04}
{'train_recon_loss': 0.7034437656402588, 'train_kld': 0.00010536998161114752, 'train_accuracy': 0.25, 'rewards_chosen': 0.081085205078125, 'rewards_rejected': 0.10137176513671875, 'embeddings_chosen': -0.0003509521484375, 'embeddings_rejected': -0.000431060791015625, 'mean': -0.005780056118965149, 'log_var': 0.0059190792962908745, 'epoch': 0.04}
{'train_recon_loss': 0.6909034252166748, 'train_kld': 8.878175140125677e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.024071216583251953, 'rewards_rejected': 0.01708984375, 'embeddings_chosen': -0.0004329681396484375, 'embeddings_rejected': -0.000579833984375, 'mean': -0.0026522958651185036, 'log_var': 0.0037116992752999067, 'epoch': 0.04}
{'train_recon_loss': 0.6665488481521606, 'train_kld': 0.0001086819393094629, 'train_accuracy': 0.75, 'rewards_chosen': 0.04827880859375, 'rewards_rejected': -0.0062255859375, 'embeddings_chosen': -7.724761962890625e-05, 'embeddings_rejected': -0.00013256072998046875, 'mean': -0.002996975090354681, 'log_var': 0.003340792842209339, 'epoch': 0.04}
{'train_recon_loss': 0.6983901262283325, 'train_kld': 0.00010612952610244974, 'train_accuracy': 0.5, 'rewards_chosen': 0.08094024658203125, 'rewards_rejected': 0.0912933349609375, 'embeddings_chosen': -0.000720977783203125, 'embeddings_rejected': -0.000568389892578125, 'mean': -0.0027672764845192432, 'log_var': 0.004147371277213097, 'epoch': 0.04}
{'train_recon_loss': 0.6753328442573547, 'train_kld': 8.98471989785321e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.04034423828125, 'rewards_rejected': 0.00201416015625, 'embeddings_chosen': -0.0004291534423828125, 'embeddings_rejected': -0.0003948211669921875, 'mean': -0.002867310307919979, 'log_var': 0.004237264860421419, 'epoch': 0.04}
{'train_recon_loss': 0.6856797933578491, 'train_kld': 0.0001108966680476442, 'train_accuracy': 0.5, 'rewards_chosen': 0.115966796875, 'rewards_rejected': 0.10076904296875, 'embeddings_chosen': -0.000652313232421875, 'embeddings_rejected': -0.000499725341796875, 'mean': -0.0019130868604406714, 'log_var': 0.0035755475983023643, 'epoch': 0.04}
{'train_recon_loss': 0.680161714553833, 'train_kld': 0.00010512254084460437, 'train_accuracy': 0.75, 'rewards_chosen': 0.04274749755859375, 'rewards_rejected': 0.016326904296875, 'embeddings_chosen': -0.000408172607421875, 'embeddings_rejected': -0.00051116943359375, 'mean': -0.004292018245905638, 'log_var': 0.0030927779152989388, 'epoch': 0.04}
{'train_recon_loss': 0.6879776120185852, 'train_kld': 9.091106767300516e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.12230682373046875, 'rewards_rejected': 0.111602783203125, 'embeddings_chosen': -0.0003032684326171875, 'embeddings_rejected': -0.0003757476806640625, 'mean': -0.002583705820143223, 'log_var': 0.004371666349470615, 'epoch': 0.04}
{'train_recon_loss': 0.6438168287277222, 'train_kld': 9.53436829149723e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1248779296875, 'rewards_rejected': 0.02117919921875, 'embeddings_chosen': -0.0002574920654296875, 'embeddings_rejected': -0.0002269744873046875, 'mean': -0.002964193932712078, 'log_var': 0.00626966031268239, 'epoch': 0.04}
{'train_recon_loss': 0.676129937171936, 'train_kld': 9.52238478930667e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0782470703125, 'rewards_rejected': 0.0421142578125, 'embeddings_chosen': -0.0002899169921875, 'embeddings_rejected': -0.0004329681396484375, 'mean': -0.003578719450160861, 'log_var': 0.003607002552598715, 'epoch': 0.04}
{'train_recon_loss': 0.6632335186004639, 'train_kld': 9.821909770835191e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.080108642578125, 'rewards_rejected': 0.017913818359375, 'embeddings_chosen': -0.000446319580078125, 'embeddings_rejected': -0.000408172607421875, 'mean': -0.0034507475793361664, 'log_var': 0.005670307669788599, 'epoch': 0.04}
{'train_recon_loss': 0.6811988949775696, 'train_kld': 9.712165774544701e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0349273681640625, 'rewards_rejected': 0.007568359375, 'embeddings_chosen': -0.000690460205078125, 'embeddings_rejected': -0.0003681182861328125, 'mean': -0.0011061141267418861, 'log_var': 0.005408617667853832, 'epoch': 0.04}
{'train_recon_loss': 0.6908993721008301, 'train_kld': 9.206946560880169e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.0869598388671875, 'rewards_rejected': 0.08200836181640625, 'embeddings_chosen': -0.000698089599609375, 'embeddings_rejected': -0.000606536865234375, 'mean': -0.0030910326167941093, 'log_var': 0.004869838245213032, 'epoch': 0.04}
{'train_recon_loss': 0.6778947710990906, 'train_kld': 9.108179801842198e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1217041015625, 'rewards_rejected': 0.09063720703125, 'embeddings_chosen': -0.000637054443359375, 'embeddings_rejected': -0.000736236572265625, 'mean': -0.0029499251395463943, 'log_var': 0.003906215773895383, 'epoch': 0.04}
{'train_recon_loss': 0.6652382016181946, 'train_kld': 9.50808243942447e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1558837890625, 'rewards_rejected': 0.094482421875, 'embeddings_chosen': -0.0004291534423828125, 'embeddings_rejected': -0.00055694580078125, 'mean': -0.002411977155134082, 'log_var': 0.006044479552656412, 'epoch': 0.04}
{'train_recon_loss': 0.7217106819152832, 'train_kld': 0.00010301124711986631, 'train_accuracy': 0.0, 'rewards_chosen': 0.080322265625, 'rewards_rejected': 0.13616943359375, 'embeddings_chosen': -0.000396728515625, 'embeddings_rejected': -0.00054931640625, 'mean': -0.0032005130778998137, 'log_var': 0.00486263120546937, 'epoch': 0.04}
{'train_recon_loss': 0.686597466468811, 'train_kld': 9.695890912553295e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.04583740234375, 'rewards_rejected': 0.03173828125, 'embeddings_chosen': -0.00016689300537109375, 'embeddings_rejected': -0.000667572021484375, 'mean': -0.0037458096630871296, 'log_var': 0.003952817525714636, 'epoch': 0.04}
{'train_recon_loss': 0.6820588707923889, 'train_kld': 9.199979831464589e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0333251953125, 'rewards_rejected': 0.01084136962890625, 'embeddings_chosen': -0.000537872314453125, 'embeddings_rejected': -0.000469207763671875, 'mean': -0.002274823607876897, 'log_var': 0.00249952869489789, 'epoch': 0.04}
{'train_recon_loss': 0.6706616878509521, 'train_kld': 0.00010108499554917216, 'train_accuracy': 0.5, 'rewards_chosen': 0.08648681640625, 'rewards_rejected': 0.03900146484375, 'embeddings_chosen': -0.00055694580078125, 'embeddings_rejected': -0.000560760498046875, 'mean': -0.0031188230495899916, 'log_var': 0.00546537060290575, 'epoch': 0.04}
{'train_recon_loss': 0.622437596321106, 'train_kld': 9.171613783109933e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.1072845458984375, 'rewards_rejected': -0.04486846923828125, 'embeddings_chosen': -0.0005950927734375, 'embeddings_rejected': -0.000598907470703125, 'mean': -0.0027413247153162956, 'log_var': 0.0043757883831858635, 'epoch': 0.04}
{'train_recon_loss': 0.6814020872116089, 'train_kld': 0.00010051381104858592, 'train_accuracy': 0.5, 'rewards_chosen': 0.1246337890625, 'rewards_rejected': 0.10052490234375, 'embeddings_chosen': -0.000667572021484375, 'embeddings_rejected': -0.0009613037109375, 'mean': -0.003469474148005247, 'log_var': 0.00493107782676816, 'epoch': 0.04}
{'train_recon_loss': 0.685218334197998, 'train_kld': 9.930755913956091e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.074432373046875, 'rewards_rejected': 0.0582275390625, 'embeddings_chosen': -0.000652313232421875, 'embeddings_rejected': -0.000698089599609375, 'mean': -0.003251102287322283, 'log_var': 0.0038229995407164097, 'epoch': 0.04}
{'train_recon_loss': 0.6795880794525146, 'train_kld': 9.470553777646273e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.1090087890625, 'rewards_rejected': 0.07916259765625, 'embeddings_chosen': -0.000762939453125, 'embeddings_rejected': -0.000598907470703125, 'mean': -0.003218123922124505, 'log_var': 0.005736306309700012, 'epoch': 0.04}
{'train_recon_loss': 0.7054046392440796, 'train_kld': 0.0001068111159838736, 'train_accuracy': 0.5, 'rewards_chosen': 0.1094970703125, 'rewards_rejected': 0.1334228515625, 'embeddings_chosen': -0.00067138671875, 'embeddings_rejected': -0.000732421875, 'mean': -0.0034976880997419357, 'log_var': 0.005515384487807751, 'epoch': 0.04}
{'train_recon_loss': 0.7210910320281982, 'train_kld': 9.493475954513997e-05, 'train_accuracy': 0.25, 'rewards_chosen': 0.054443359375, 'rewards_rejected': 0.1048583984375, 'embeddings_chosen': -0.000751495361328125, 'embeddings_rejected': -0.000732421875, 'mean': -0.003147268434986472, 'log_var': 0.004625581204891205, 'epoch': 0.04}
{'train_recon_loss': 0.7270216941833496, 'train_kld': 9.017027332447469e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.03692626953125, 'rewards_rejected': 0.10107421875, 'embeddings_chosen': -0.0003871917724609375, 'embeddings_rejected': -0.000354766845703125, 'mean': -0.003875305177643895, 'log_var': 0.00386064569465816, 'epoch': 0.04}
{'train_recon_loss': 0.6397751569747925, 'train_kld': 0.00010659366671461612, 'train_accuracy': 0.75, 'rewards_chosen': 0.0948486328125, 'rewards_rejected': -0.01812744140625, 'embeddings_chosen': -0.0004119873046875, 'embeddings_rejected': -0.00070953369140625, 'mean': -0.0019481368362903595, 'log_var': 0.005278913304209709, 'epoch': 0.04}
{'train_recon_loss': 0.6921965479850769, 'train_kld': 9.854789823293686e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.10467529296875, 'rewards_rejected': 0.10272216796875, 'embeddings_chosen': -0.000560760498046875, 'embeddings_rejected': -0.000896453857421875, 'mean': -0.0028796831611543894, 'log_var': 0.00515093095600605, 'epoch': 0.05}
{'train_recon_loss': 0.6618123054504395, 'train_kld': 9.772239718586206e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.116455078125, 'rewards_rejected': 0.04083251953125, 'embeddings_chosen': -0.0005035400390625, 'embeddings_rejected': -0.000759124755859375, 'mean': -0.00299457716755569, 'log_var': 0.004311916418373585, 'epoch': 0.05}
{'train_recon_loss': 0.689113199710846, 'train_kld': 9.044000034919009e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.08331298828125, 'rewards_rejected': 0.0751953125, 'embeddings_chosen': -0.000522613525390625, 'embeddings_rejected': -0.000911712646484375, 'mean': -0.003635944100096822, 'log_var': 0.004647243767976761, 'epoch': 0.05}
{'train_recon_loss': 0.6872811317443848, 'train_kld': 9.24959676922299e-05, 'train_accuracy': 0.75, 'rewards_chosen': 0.0976409912109375, 'rewards_rejected': 0.084381103515625, 'embeddings_chosen': -0.000865936279296875, 'embeddings_rejected': -0.000537872314453125, 'mean': -0.003208860056474805, 'log_var': 0.004499420523643494, 'epoch': 0.05}
{'train_recon_loss': 0.7003477811813354, 'train_kld': 9.01842286111787e-05, 'train_accuracy': 0.5, 'rewards_chosen': 0.063201904296875, 'rewards_rejected': 0.0750732421875, 'embeddings_chosen': -0.000675201416015625, 'embeddings_rejected': -0.000946044921875, 'mean': -0.004133487585932016, 'log_var': 0.0036416640505194664, 'epoch': 0.05}
{'train_recon_loss': 0.6918692588806152, 'train_kld': 0.00010088147973874584, 'train_accuracy': 0.25, 'rewards_chosen': 0.11138916015625, 'rewards_rejected': 0.1083984375, 'embeddings_chosen': -0.00091552734375, 'embeddings_rejected': -0.000820159912109375, 'mean': -0.0026085057761520147, 'log_var': 0.006079175975173712, 'epoch': 0.05}
{'train_recon_loss': 0.6960263252258301, 'train_kld': 0.00010200972610618919, 'train_accuracy': 0.5, 'rewards_chosen': 0.1177978515625, 'rewards_rejected': 0.1231689453125, 'embeddings_chosen': -0.000751495361328125, 'embeddings_rejected': -0.000835418701171875, 'mean': -0.0035569460596889257, 'log_var': 0.004941243212670088, 'epoch': 0.05}
